Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total Sediment, 1985 (T)","Total Sediment, 2007 (T)","Total Sediment, 2009 (T)","Total Sediment, 2010 (T)","Total Sediment, 2011 (T)","Total Sediment, 2012 (T)","Total Sediment, 2013 (T)","Total Sediment, 2014 (T)","Total Sediment, 2015 (T)","Total Sediment, 2016 (T)","Total Sediment Target, 2017 (T)","Total Sediment Target, 2025 (T)"
A24001PU6_3870_3690,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Forest,422254.84379999997,390065.26952999999,378156.61719000002,379402.98443000001,380276.54687999998,384230.36333000002,386105.74608999997,348376.51952999999,339706.64953613281,361741.296875,,
A24001PU6_3870_3690,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24001PU6_3870_3690,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24001PU6_3870_3690,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Stormwater,134349.11040999999,126981.96616,126022.65438000001,125843.41701999999,124469.94729,124716.52340999999,151756.76759999999,154237.89840000001,173900.103515625,153076.412109375,,
A24001PU6_3870_3690,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24001PU6_4020_3870,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Agriculture,94409.076514,51661.331849000002,45325.203028999997,49764.761863,45448.17366,47753.896959999998,33657.314257999999,47543.934627000002,42835.096343994141,42263.109313964851,,
A24001PU6_4020_3870,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Forest,312055.88279,290105.03123000002,281360.39653000003,282349.74023,283116.49612000003,286078.94536000001,286885.06248000002,259236.41406000001,253096.86975097656,269575.68359375,,
A24001PU6_4020_3870,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24001PU6_4020_3870,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24001PU6_4020_3870,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Stormwater,151786.78873999999,135302.51889000001,134327.99679999999,134154.49872999999,132698.81388999999,132888.76858999999,200163.02382,159643.11512,132674.48752593997,135238.83910369873,,
A24001PU6_4020_3870,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4390_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Agriculture,16208.344907000001,10533.305888999999,9166.9558942999993,8020.8838908999996,6889.1931258000004,6228.8832125999998,6307.9420104999999,6186.7825424000002,4656.383584022522,4912.6190252304077,,
A24003WL0_4390_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Forest,121213.37987999999,91699.216314000005,88116.601565000004,86844.689945999999,86289.570554000005,85746.999026000005,94470.803715999995,87072.005308000007,85785.148254394517,86430.46044921875,,
A24003WL0_4390_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4390_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4390_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Stormwater,1209500.6553,1258597.8202,1181788.6129999999,1150455.6640999999,1128972.6288999999,1144697.8984000001,992468.46973000001,1053879.9532000001,1062375.75390625,1018213.5664062499,,
A24003WL0_4390_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Wastewater,0,3525.0859380000002,3585.6779790000001,3616.4360350000002,3616.4360350000002,3616.4360350000002,210.04200739999999,210.04200739999999,210.04200744628903,210.04200744628903,,
A24003WL0_4391_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Agriculture,70458.291821000006,45831.591264000002,39899.845209999999,34925.154642000001,30017.893626000001,27148.325680000002,27491.382831999999,26934.879733999998,20297.238933563236,21403.865726470944,,
A24003WL0_4391_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Forest,104866.14258,94176.451658000005,92211.630371000007,90611.746096000003,90530.680666999993,90481.840823000006,87378.490724999996,82360.822448999999,81448.050476074233,81902.819091796875,,
A24003WL0_4391_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4391_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4391_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Stormwater,469958.90104999999,496483.17774999997,468495.69319000002,459839.15628,445528.16133999999,457286.45309999998,491953.82815999998,525492.13283000002,503700.421875,478907.92968749994,,
A24003WL0_4391_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Wastewater,0,351.27529909999998,95.504600519999997,9.144190788,9.144190788,9.144190788,9.144190788,9.144190788,9.144190788269043,9.144190788269043,,
A24003WL0_4392_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Agriculture,74009.905950999993,48091.937886,41849.874386000003,36614.824394000003,31450.853821000001,28429.562424,28785.847342000001,28246.610194000001,21252.509269714355,22421.125705718994,,
A24003WL0_4392_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Forest,112365.60153,66459.105465000001,63536.493167000001,63270.265379999997,62975.947996000003,62751.028810000003,66968.635253,61175.226376999999,59083.428680419915,59701.461547851555,,
A24003WL0_4392_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4392_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4392_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Stormwater,1526803.3566000001,1562437.0337,1449220.8958999999,1379929.2446999999,1359575.4620000001,1370977.7149,1312273.3487,1413556.9727,1399610.859375,1347256.5937500002,,
A24003WL0_4392_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Wastewater,0,19262.240229999999,8382.9345699999994,8382.9345699999994,8382.9345699999994,8382.9345699999994,38.769798280000003,38.769798280000003,38.769798278808587,38.769798278808587,,
A24003WL0_4393_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Agriculture,25853.960965999999,16817.117287000001,14640.18332,12813.385542,11012.962798,9963.6551056000008,10086.684717,9885.9801377000003,7448.0092010498047,7852.952829360961,,
A24003WL0_4393_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Forest,4149.2780762000002,4561.6828007000004,4556.5201411999997,4502.5664976999997,4522.0141451,4553.2781222000003,3325.0234681000002,3257.8166108,3117.1136131286617,3157.312435150146,,
A24003WL0_4393_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4393_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4393_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Stormwater,15705.078734999999,14283.277953999999,13858.953858000001,13809.277832,13613.734863,13717.333984000001,22648.555904000001,23887.537107,20625.840087890625,19951.518493652347,,
A24003WL0_4393_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Wastewater,0,2386.5419919999999,2386.5419919999999,2386.5419919999999,2386.5419919999999,2386.5419919999999,251.3737946,251.3737946,251.37379455566406,251.37379455566406,,
A24003WL0_4394_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Agriculture,58120.436267999998,37813.618047000004,32924.095558000001,28820.892800000001,24773.332686000002,22411.271736999999,22691.735355000001,22226.932084,16754.025867462158,17663.851249694824,,
A24003WL0_4394_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Forest,24948.489255,24675.226803000001,24092.202025999999,23620.738408000001,23537.444705000002,23536.544556000001,14447.741271999999,20790.410136999999,20548.096435546875,20654.499145507813,,
A24003WL0_4394_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4394_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4394_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Stormwater,68212.663029000003,91628.523383000007,82667.515627999994,79195.911875000005,77862.8606,78892.769530000005,129855.50778,102730.95117,104433.609375,93829.100585937515,,
A24003WL0_4394_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Wastewater,102031.2031,74906.726079,61391.444829,85306.515138999996,74263.405759000001,66615.702638999996,59042.655515999999,78388.885985999994,67008.24536132811,34685.065673828125,,
A24003WL0_4420_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Agriculture,274976.64162000001,178607.57475999999,155240.67647000001,135793.19432000001,116654.61251000001,105427.27843999999,106741.81977,104794.56452,78801.136505126939,83150.390472412109,,
A24003WL0_4420_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Forest,198414.75,141173.13673999999,133484.59080000001,130418.50388,128745.9224,127442.83396,129618.08590999999,120611.60400000001,118319.53900146483,118834.0535888672,,
A24003WL0_4420_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4420_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4420_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Stormwater,958164.56672999996,1308058.419,1176541.0327999999,1115988.3737999999,1096349.4791000001,1114342.7969,987599.92189999996,1075557.7969,1116225.890625,1026816.5703125,,
A24003WL0_4420_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Wastewater,0,1099.630981,1147.505005,1147.505005,1147.505005,1147.505005,386.1582947,386.1582947,386.15829467773437,386.15829467773437,,
A24003WL0_4421_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Agriculture,157813.60172999999,102677.60219000001,89306.699653999996,78172.933944000004,67265.731356999997,60812.778913000002,61571.782010000003,60307.026704999997,45457.607498168945,47925.787841796875,,
A24003WL0_4421_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Forest,110437.24516000001,97981.703611000004,95835.116704,94396.117184999996,94322.776853000003,94417.993652000005,99887.075198000006,94367.150632000004,92683.153259277344,93409.144409179673,,
A24003WL0_4421_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4421_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4421_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Stormwater,733743.91607000004,750923.74419999996,711449.86430999998,694401.58207999996,679494.29399999999,683819.75009999995,627478.38384000002,648487.13870000001,680126.54296875,651374.39453125,,
A24003WL0_4421_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Wastewater,0,5568.8120120000003,5584.0659180000002,5660.1630859999996,5660.1630859999996,5660.1630859999996,109.5474014,109.5474014,109.54740142822264,109.54740142822264,,
A24003WL0_4422_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Agriculture,35984.274665999998,23385.905953000001,20350.081189,17804.407222999998,15294.639147,13830.578151,14004.473064,13735.846577,10340.113998413086,10907.471517562868,,
A24003WL0_4422_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Forest,101170.51562999999,97839.149906999999,96594.428222999995,94976.211423000001,94999.937993,95303.263672000001,89093.392577999999,84793.644717000003,83821.868774414063,84216.737915039048,,
A24003WL0_4422_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4422_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24003WL0_4422_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Stormwater,406654.03593999997,359619.32676000003,350863.08558000001,348361.27979,343584.72417,345585.19536000001,465557.22655999998,490246.6875,478670.26562500006,446936.078125,,
A24003WL0_4422_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Wastewater,0,3209.6110840000001,3209.6110840000001,3209.6110840000001,3209.6110840000001,3209.6110840000001,18.242660520000001,18.242660520000001,18.242660522460934,18.242660522460934,,
A24003WL0_4423_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Agriculture,48316.573063000003,31453.640781999999,27391.031986000002,23983.680652999999,20623.921832,18662.798088,18895.912885000002,18491.688819999999,13951.821575164797,14704.221801757811,,
A24003WL0_4423_0000,24003,ANNE ARUNDEL,Lower Western Shore,Western Shore of Chesapeake Bay,Forest,181205.20310000001,133954.81643000001,132993.42968999999,131610.72021999999,131650.88522,131926.84865999999,124332.51174,115179.69442,113293.91064453124,114097.1844482422,,
